"","class.index","Mantel.cor","Pr.Mantel","Pr.corrected","distance","Signif","Season"
"1",0.761,-0.0219137741016957,0.404,0.404,"Depth|2D","no","Fall"
"2",1.522,0.0921113429583913,0.057,0.114,"Depth|2D","no","Fall"
"3",2.283,0.0380537005157165,0.24,0.72,"Depth|2D","no","Fall"
"4",3.044,0.0477716689075009,0.276,1.104,"Depth|2D","no","Fall"
"5",3.805,-0.104758253123273,0.125,0.625,"Depth|2D","no","Fall"
"6",4.566,0.0294560702185923,0.308,1.848,"Depth|2D","no","Fall"
"7",5.327,0.00335893773344421,0.471,3.297,"Depth|2D","no","Fall"
"8",6.088,-0.00735422762198735,0.427,3.416,"Depth|2D","no","Fall"
"9",6.849,0.0158842159939201,0.395,3.555,"Depth|2D","no","Fall"
"10",8.61,-0.106793103464078,0.074,0.74,"Depth|2D","no","Fall"
"11",23.775521054246,-0.0488285797238705,0.229,0.229,"2D|Depth","no","Fall"
"12",47.551042108492,0.0135196958170274,0.38,0.76,"2D|Depth","no","Fall"
"13",71.3265631627379,0.00345932020466606,0.47,1.41,"2D|Depth","no","Fall"
"14",95.1020842169839,0.0675086443931134,0.103,0.412,"2D|Depth","no","Fall"
"15",118.87760527123,-0.0747980904481358,0.159,0.795,"2D|Depth","no","Fall"
"16",142.653126325476,-0.149137336806552,0.005,0.03,"2D|Depth","yes","Fall"
"17",166.428647379722,-0.0126636008139282,0.413,2.891,"2D|Depth","no","Fall"
"18",190.204168433968,0.0761133908825058,0.123,0.984,"2D|Depth","no","Fall"
"19",213.979689488214,0.0697988272338713,0.1,0.9,"2D|Depth","no","Fall"
"20",238.75521054246,0.00401396597348127,0.492,4.92,"2D|Depth","no","Fall"
"21",23.7860901032703,0.0166416254092959,0.319,0.319,"3D","no","Fall"
"22",47.5721802065406,0.0450855066201618,0.206,0.412,"3D","no","Fall"
"23",71.3582703098109,0.0529593237138302,0.15,0.45,"3D","no","Fall"
"24",95.1443604130812,0.0998073602551413,0.043,0.172,"3D","no","Fall"
"25",118.930450516352,-0.0702715507852693,0.17,0.85,"3D","no","Fall"
"26",142.716540619622,-0.16777865415065,0.003,0.018,"3D","yes","Fall"
"27",166.502630722892,-0.0260405166038966,0.308,2.156,"3D","no","Fall"
"28",190.288720826162,0.0139202905238588,0.404,3.232,"3D","no","Fall"
"29",214.074810929433,-0.00528105799390923,0.472,4.248,"3D","no","Fall"
"30",238.860901032703,-0.0458981796024357,0.255,2.55,"3D","no","Fall"
"31",3.21833333333333,0.0751306982374777,0.028,0.028,"Depth|2D","yes","Summer"
"32",6.43666666666667,-0.108632873500404,0.001,0.002,"Depth|2D","yes","Summer"
"33",9.655,-0.0345921745774341,0.153,0.459,"Depth|2D","no","Summer"
"34",12.8733333333333,0.00151509774303383,0.45,1.8,"Depth|2D","no","Summer"
"35",16.0916666666667,0.0777518331273882,0.026,0.13,"Depth|2D","no","Summer"
"36",19.31,0.031261898239084,0.214,1.284,"Depth|2D","no","Summer"
"37",22.5283333333333,0.149540771699371,0.001,0.007,"Depth|2D","yes","Summer"
"38",25.7466666666667,0.0840533315918583,0.014,0.112,"Depth|2D","no","Summer"
"39",28.965,-0.0560450530179298,0.042,0.378,"Depth|2D","no","Summer"
"40",32.1833333333333,-0.21189986455476,0.001,0.01,"Depth|2D","yes","Summer"
"41",35.4016666666667,0.0946740642235042,0.004,0.044,"Depth|2D","yes","Summer"
"42",39.62,0.0160346828865363,0.315,3.78,"Depth|2D","no","Summer"
"43",77.107099603433,0.207445053569077,0.001,0.001,"2D|Depth","yes","Summer"
"44",154.214199206866,-0.170090896488031,0.001,0.002,"2D|Depth","yes","Summer"
"45",231.321298810299,-0.175488186028848,0.001,0.003,"2D|Depth","yes","Summer"
"46",308.428398413732,-0.0281086578629716,0.232,0.928,"2D|Depth","no","Summer"
"47",385.535498017165,0.0678014935115768,0.075,0.375,"2D|Depth","no","Summer"
"48",462.642597620598,0.154327626136359,0.001,0.006,"2D|Depth","yes","Summer"
"49",539.749697224031,0.101237476249744,0.003,0.021,"2D|Depth","yes","Summer"
"50",616.856796827464,NA,NA,NA,"2D|Depth",NA,"Summer"
"51",693.963896430897,-0.207926741823641,0.001,0.009,"2D|Depth","yes","Summer"
"52",771.07099603433,-0.0733578173402427,0.031,0.31,"2D|Depth","no","Summer"
"53",848.178095637763,0.0592602261480154,0.051,0.561,"2D|Depth","no","Summer"
"54",926.285195241196,0.0440639815109796,0.088,1.056,"2D|Depth","no","Summer"
"55",77.1725081901894,0.270773887010599,0.001,0.001,"3D","yes","Summer"
"56",154.345016380379,-0.103236147651349,0.004,0.008,"3D","yes","Summer"
"57",231.517524570568,-0.120589660497098,0.001,0.003,"3D","yes","Summer"
"58",308.690032760758,-0.00843823966387922,0.417,1.668,"3D","no","Summer"
"59",385.862540950947,0.0749575046660336,0.057,0.285,"3D","no","Summer"
"60",463.035049141136,0.124077134384778,0.005,0.03,"3D","yes","Summer"
"61",540.207557331326,0.0469688523294165,0.139,0.973,"3D","no","Summer"
"62",617.380065521515,NA,NA,NA,"3D",NA,"Summer"
"63",694.552573711705,-0.2603972208773,0.001,0.009,"3D","yes","Summer"
"64",771.725081901894,-0.123913141633187,0.002,0.02,"3D","yes","Summer"
"65",848.897590092084,-0.0161023495077034,0.344,3.784,"3D","no","Summer"
"66",927.070098282273,-0.0609210009581606,0.074,0.888,"3D","no","Summer"
"67",2.85333333333333,0.0916963462510429,0.005,0.005,"Depth|2D","yes","Spring"
"68",5.70666666666667,-0.012129480277692,0.34,0.68,"Depth|2D","no","Spring"
"69",8.56,-0.0543204542785892,0.056,0.168,"Depth|2D","no","Spring"
"70",11.4133333333333,-0.0632782563124528,0.051,0.204,"Depth|2D","no","Spring"
"71",14.2666666666667,-0.0846870965520624,0.016,0.08,"Depth|2D","no","Spring"
"72",17.12,-0.0273771652800269,0.244,1.464,"Depth|2D","no","Spring"
"73",19.9733333333333,0.0873154459976237,0.002,0.014,"Depth|2D","yes","Spring"
"74",22.8266666666667,0.0618694182713732,0.012,0.096,"Depth|2D","no","Spring"
"75",25.68,0.00145349764276959,0.45,4.05,"Depth|2D","no","Spring"
"76",28.5333333333333,0.155478138040093,0.001,0.01,"Depth|2D","yes","Spring"
"77",31.3866666666667,0.0498820859565715,0.043,0.473,"Depth|2D","no","Spring"
"78",35.24,-0.00774812126631954,0.394,4.728,"Depth|2D","no","Spring"
"79",73.2079403584048,0.199543118945847,0.001,0.001,"2D|Depth","yes","Spring"
"80",146.41588071681,-0.0865331005313441,0.009,0.018,"2D|Depth","yes","Spring"
"81",219.623821075214,-0.0177134017104047,0.269,0.807,"2D|Depth","no","Spring"
"82",292.831761433619,-0.0561766750703595,0.052,0.208,"2D|Depth","no","Spring"
"83",366.039701792024,-0.0330100089818441,0.275,1.375,"2D|Depth","no","Spring"
"84",439.247642150429,-0.167857375223217,0.001,0.006,"2D|Depth","yes","Spring"
"85",512.455582508834,0.158460005825153,0.001,0.007,"2D|Depth","yes","Spring"
"86",585.663522867238,NA,NA,NA,"2D|Depth",NA,"Spring"
"87",658.871463225643,-0.00290401428110762,0.489,4.401,"2D|Depth","no","Spring"
"88",732.079403584048,0.141955210293685,0.001,0.01,"2D|Depth","yes","Spring"
"89",805.287343942453,0.0238621137256896,0.168,1.848,"2D|Depth","no","Spring"
"90",879.495284300858,-0.00543148375106568,0.428,5.136,"2D|Depth","no","Spring"
"91",73.2594791666563,0.312092908867785,0.001,0.001,"3D","yes","Spring"
"92",146.518958333313,0.00902639237129906,0.409,0.818,"3D","no","Spring"
"93",219.778437499969,0.0217611567295015,0.308,0.924,"3D","no","Spring"
"94",293.037916666625,-0.0539818163372666,0.059,0.236,"3D","no","Spring"
"95",366.297395833282,-0.0710052943727174,0.059,0.295,"3D","no","Spring"
"96",439.556874999938,-0.248651571172733,0.001,0.006,"3D","yes","Spring"
"97",512.816354166594,0.0711813245641443,0.053,0.371,"3D","no","Spring"
"98",586.075833333251,NA,NA,NA,"3D",NA,"Spring"
"99",659.335312499907,-0.0845872310670392,0.016,0.144,"3D","no","Spring"
"100",732.594791666563,0.0294869981018737,0.251,2.51,"3D","no","Spring"
"101",805.85427083322,-0.0388522679589851,0.1,1.1,"3D","no","Spring"
"102",880.113749999876,-0.160614803638351,0.004,0.048,"3D","yes","Spring"
