"","class.index","Mantel.cor","Pr.Mantel","Pr.corrected","distance","Signif","Season"
"1",0.845555555555556,0.0331830284672073,0.359,0.359,"Depth|2D","no","Fall"
"2",1.69111111111111,0.0182761784530708,0.525,1.05,"Depth|2D","no","Fall"
"3",2.53666666666667,-0.0859346740581709,0.132,0.396,"Depth|2D","no","Fall"
"4",3.38222222222222,-0.0896062475619809,0.137,0.548,"Depth|2D","no","Fall"
"5",4.22777777777778,-0.00142213097969498,0.403,2.015,"Depth|2D","no","Fall"
"6",5.07333333333333,-0.263195816977294,0.008,0.048,"Depth|2D","yes","Fall"
"7",5.91888888888889,0.195461367490828,0.02,0.14,"Depth|2D","no","Fall"
"8",6.76444444444444,-0.201115132525824,0.023,0.184,"Depth|2D","no","Fall"
"9",8.61,0.246435399012638,0.013,0.117,"Depth|2D","no","Fall"
"10",26.4172456158289,0.107613447668151,0.108,0.108,"2D|Depth","no","Fall"
"11",52.8344912316577,-0.276365703517336,0.001,0.002,"2D|Depth","yes","Fall"
"12",79.2517368474866,0.220800373056481,0.001,0.003,"2D|Depth","yes","Fall"
"13",105.668982463315,-0.0346472913766117,0.301,1.204,"2D|Depth","no","Fall"
"14",132.086228079144,-0.0371404085387128,0.296,1.48,"2D|Depth","no","Fall"
"15",158.503473694973,-0.027633829274366,0.34,2.04,"2D|Depth","no","Fall"
"16",184.920719310802,-0.084155705462811,0.178,1.246,"2D|Depth","no","Fall"
"17",211.337964926631,0.0572662532745543,0.208,1.664,"2D|Depth","no","Fall"
"18",238.75521054246,-0.0317326044417738,0.405,3.645,"2D|Depth","no","Fall"
"19",26.4289890036337,0.0649762249192121,0.132,0.132,"3D","no","Fall"
"20",52.8579780072673,-0.279872624777819,0.001,0.002,"3D","yes","Fall"
"21",79.286967010901,0.190334466960819,0.005,0.015,"3D","yes","Fall"
"22",105.715956014535,-0.0387516703283366,0.296,1.184,"3D","no","Fall"
"23",132.144945018168,-0.0371706408635953,0.292,1.46,"3D","no","Fall"
"24",158.573934021802,-0.0228253762434991,0.354,2.124,"3D","no","Fall"
"25",185.002923025436,-0.0701102982596133,0.214,1.498,"3D","no","Fall"
"26",211.431912029069,0.0755093128133403,0.143,1.144,"3D","no","Fall"
"27",238.860901032703,-0.0101089201935764,0.483,4.347,"3D","no","Fall"
"28",2.97076923076923,0.0117751190390124,0.348,0.348,"Depth|2D","no","Summer"
"29",5.94153846153846,-0.0944357575446175,0.002,0.004,"Depth|2D","yes","Summer"
"30",8.91230769230769,0.0299414496044744,0.093,0.279,"Depth|2D","no","Summer"
"31",11.8830769230769,0.0321368999004136,0.104,0.416,"Depth|2D","no","Summer"
"32",14.8538461538462,0.0713156545704609,0.022,0.11,"Depth|2D","no","Summer"
"33",17.8246153846154,0.102680097157842,0.002,0.012,"Depth|2D","yes","Summer"
"34",20.7953846153846,0.0620420669965908,0.049,0.343,"Depth|2D","no","Summer"
"35",23.7661538461538,0.0361884704206748,0.118,0.944,"Depth|2D","no","Summer"
"36",26.7369230769231,-0.00698865029504797,0.444,3.996,"Depth|2D","no","Summer"
"37",29.7076923076923,-0.180207897931183,0.001,0.01,"Depth|2D","yes","Summer"
"38",32.6784615384615,-0.0608373567496906,0.047,0.517,"Depth|2D","no","Summer"
"39",35.6492307692308,0.0124149710116045,0.346,4.152,"Depth|2D","no","Summer"
"40",39.62,0.0309885484198573,0.131,1.703,"Depth|2D","no","Summer"
"41",71.1757842493228,0.0458182753420471,0.068,0.068,"2D|Depth","no","Summer"
"42",142.351568498646,-0.108160629994702,0.001,0.002,"2D|Depth","yes","Summer"
"43",213.527352747968,-0.0577519041191699,0.019,0.057,"2D|Depth","no","Summer"
"44",284.703136997291,0.0886223545140364,0.004,0.016,"2D|Depth","yes","Summer"
"45",355.878921246614,-0.0467014758301702,0.091,0.455,"2D|Depth","no","Summer"
"46",427.054705495937,0.0843717200472735,0.013,0.078,"2D|Depth","no","Summer"
"47",498.23048974526,0.107897632757323,0.006,0.042,"2D|Depth","yes","Summer"
"48",569.406273994582,0.0177115456954367,0.297,2.376,"2D|Depth","no","Summer"
"49",640.582058243905,-0.137416391700022,0.001,0.009,"2D|Depth","yes","Summer"
"50",711.757842493228,-0.0863294989205613,0.007,0.07,"2D|Depth","no","Summer"
"51",782.933626742551,-0.0192090470057626,0.244,2.684,"2D|Depth","no","Summer"
"52",854.109410991874,0.0107150227125939,0.402,4.824,"2D|Depth","no","Summer"
"53",926.285195241196,0.03665267957339,0.086,1.118,"2D|Depth","no","Summer"
"54",71.2361614063287,0.161566346289041,0.001,0.001,"3D","yes","Summer"
"55",142.472322812657,-0.0132148428687547,0.357,0.714,"3D","no","Summer"
"56",213.708484218986,0.0101217845488608,0.373,1.119,"3D","no","Summer"
"57",284.944645625315,0.114150371827341,0.001,0.004,"3D","yes","Summer"
"58",356.180807031644,-0.0254210728387837,0.25,1.25,"3D","no","Summer"
"59",427.416968437972,0.071664801245705,0.027,0.162,"3D","no","Summer"
